-1,0217T,Proc,,Njx paravert w/us lumb/sac,Njx paravert w/us lumb/sac,,,0217T,HCPCS
-1,0240T,Proc,,Esoph motility 3d topography,Esoph motility 3d topography,,,0240T,HCPCS
-1,0258T,Proc,,Aortic hrt valv w/o card byp,Aortic hrt valv w/o card byp,,,0258T,HCPCS
-1,0275T,Proc,,Perq lamot/lam lumbar,Perq lamot/lam lumbar,,,0275T,HCPCS
-1,0281T,Proc,,Laa closure w/implant,Laa closure w/implant,,,0281T,HCPCS
-1,0291T,Proc,,Iv oct for proc init vessel,Iv oct for proc init vessel,,,0291T,HCPCS
-1,10040,Proc,,Acne surgery,Acne surgery,,,10040,HCPCS
-1,10061,Proc,,Drainage of skin abscess,Drainage of skin abscess,,,10061,HCPCS
-1,10081,Proc,,Drainage of pilonidal cyst,Drainage of pilonidal cyst,,,10081,HCPCS
-1,11005,Proc,,Debride abdom wall,Debride abdom wall,,,11005,HCPCS
-1,11010,Proc,,Debride skin at fx site,Debride skin at fx site,,,11010,HCPCS
-1,11011,Proc,,Debride skin musc at fx site,Debride skin musc at fx site,,,11011,HCPCS
-1,11402,Proc,,Exc tr-ext b9+marg 1.1-2 cm,Exc tr-ext b9+marg 1.1-2 cm,,,11402,HCPCS
-1,11422,Proc,,Exc h-f-nk-sp b9+marg 1.1-2,Exc h-f-nk-sp b9+marg 1.1-2,,,11422,HCPCS
-1,11626,Proc,,Exc s/n/h/f/g mal+mrg > 4 cm,Exc s/n/h/f/g mal+mrg > 4 cm,,,11626,HCPCS
-1,11642,Proc,,Exc f/e/e/n/l mal+mrg 1.1-2,Exc f/e/e/n/l mal+mrg 1.1-2,,,11642,HCPCS
-1,11721,Proc,,Debride nail 6 or more,Debride nail 6 or more,,,11721,HCPCS
-1,11730,Proc,,Removal of nail plate,Removal of nail plate,,,11730,HCPCS
-1,11740,Proc,,Drain blood from under nail,Drain blood from under nail,,,11740,HCPCS
-1,11762,Proc,,Reconstruction of nail bed,Reconstruction of nail bed,,,11762,HCPCS
-1,11920,Proc,,Correct skin color defects,Correct skin color defects,,,11920,HCPCS
-1,11921,Proc,,Correct skin color defects,Correct skin color defects,,,11921,HCPCS
-1,12001,Proc,,Repair superficial wound(s),Repair superficial wound(s),,,12001,HCPCS
-1,12002,Proc,,Repair superficial wound(s),Repair superficial wound(s),,,12002,HCPCS
-1,12036,Proc,,Intmd wnd repair s/a/t/ext,Intmd wnd repair s/a/t/ext,,,12036,HCPCS
-1,12042,Proc,,Intmd wnd repair n-hf/genit,Intmd wnd repair n-hf/genit,,,12042,HCPCS
-1,12055,Proc,,Intmd wnd repair face/mm,Intmd wnd repair face/mm,,,12055,HCPCS
-1,13102,Proc,,Repair wound/lesion add-on,Repair wound/lesion add-on,,,13102,HCPCS
-1,13131,Proc,,Repair of wound or lesion,Repair of wound or lesion,,,13131,HCPCS
-1,13132,Proc,,Repair of wound or lesion,Repair of wound or lesion,,,13132,HCPCS
-1,14021,Proc,,Skin tissue rearrangement,Skin tissue rearrangement,,,14021,HCPCS
-1,15004,Proc,,Wound prep f/n/hf/g,Wound prep f/n/hf/g,,,15004,HCPCS
-1,15121,Proc,,Skn splt a-grft f/n/hf/g add,Skn splt a-grft f/n/hf/g add,,,15121,HCPCS
-1,15220,Proc,,Skin full graft sclp/arm/leg,Skin full graft sclp/arm/leg,,,15220,HCPCS
-1,15272,Proc,,Skin sub graft t/a/l add-on,Skin sub graft t/a/l add-on,,,15272,HCPCS
-1,15278,Proc,,Skn sub grft f/n/hf/g ch add,Skn sub grft f/n/hf/g ch add,,,15278,HCPCS
-1,15650,Proc,,Transfer skin pedicle flap,Transfer skin pedicle flap,,,15650,HCPCS
-1,15732,Proc,,Muscle-skin graft head/neck,Muscle-skin graft head/neck,,,15732,HCPCS
-1,15736,Proc,,Muscle-skin graft arm,Muscle-skin graft arm,,,15736,HCPCS
-1,15738,Proc,,Muscle-skin graft leg,Muscle-skin graft leg,,,15738,HCPCS
-1,15793,Proc,,Chemical peel nonfacial,Chemical peel nonfacial,,,15793,HCPCS
-1,126,Proc,,Anesth tympanotomy,Anesth tympanotomy,,,126,HCPCS
-1,147,Proc,,Anesth iridectomy,Anesth iridectomy,,,147,HCPCS
-1,528,Proc,,Anes mediascpy & dx thorscpy,Anes mediascpy & dx thorscpy,,,528,HCPCS
-1,537,Proc,,Anesth cardiac electrophys,Anesth cardiac electrophys,,,537,HCPCS
-1,542,Proc,,Anesth remvl pleura,Anesth remvl pleura,,,542,HCPCS
-1,562,Proc,,Anesth hrt surg w/pmp age 1+,Anesth hrt surg w/pmp age 1+,,,562,HCPCS
-1,600,Proc,,Anesth spine cord surgery,Anesth spine cord surgery,,,600,HCPCS
-1,630,Proc,,Anesth spine cord surgery,Anesth spine cord surgery,,,630,HCPCS
-1,702,Proc,,Anesth for liver biopsy,Anesth for liver biopsy,,,702,HCPCS
-1,750,Proc,,Anesth repair of hernia,Anesth repair of hernia,,,750,HCPCS
-1,830,Proc,,Anesth repair of hernia,Anesth repair of hernia,,,830,HCPCS
-1,0101T,Proc,,Extracorp shockwv tx hi enrg,Extracorp shockwv tx hi enrg,,,0101T,HCPCS
-1,1230,Proc,,Anesth surgery of femur,Anesth surgery of femur,,,1230,HCPCS
-1,1274,Proc,,Anesth femoral embolectomy,Anesth femoral embolectomy,,,1274,HCPCS
-1,1400,Proc,,Anesth knee joint surgery,Anesth knee joint surgery,,,1400,HCPCS
-1,1520,Proc,,Anesth lower leg vein surg,Anesth lower leg vein surg,,,1520,HCPCS
-1,1710,Proc,,Anesth elbow area surgery,Anesth elbow area surgery,,,1710,HCPCS
-1,0174T,Proc,,Cad cxr with interp,Cad cxr with interp,,,0174T,HCPCS
-1,1820,Proc,,Anesth lower arm procedure,Anesth lower arm procedure,,,1820,HCPCS
-1,1844,Proc,,Anesth vascular shunt surg,Anesth vascular shunt surg,,,1844,HCPCS
-1,1920,Proc,,Anesth catheterize heart,Anesth catheterize heart,,,1920,HCPCS
-1,1925,Proc,,Anes ther interven rad car,Anes ther interven rad car,,,1925,HCPCS
-1,1930,Proc,,Anes ther interven rad vei,Anes ther interven rad vei,,,1930,HCPCS
-1,1935,Proc,,Anesth perc img dx sp proc,Anesth perc img dx sp proc,,,1935,HCPCS
-1,0197T,Proc,,Intrafraction track motion,Intrafraction track motion,,,0197T,HCPCS
-1,1992,Proc,,Anesth n block/inj prone,Anesth n block/inj prone,,,1992,HCPCS
-1,0215T,Proc,,Njx paravert w/us cer/thor,Njx paravert w/us cer/thor,,,0215T,HCPCS
-1,0232T,Proc,,Njx platelet plasma,Njx platelet plasma,,,0232T,HCPCS
-1,0257T,Proc,,Opn tthrc aortic hrt valve,Opn tthrc aortic hrt valve,,,0257T,HCPCS
-1,10180,Proc,,Complex drainage wound,Complex drainage wound,,,10180,HCPCS
-1,11042,Proc,,Deb subq tissue 20 sq cm/<,Deb subq tissue 20 sq cm/<,,,11042,HCPCS
-1,11055,Proc,,Trim skin lesion,Trim skin lesion,,,11055,HCPCS
-1,11101,Proc,,Biopsy skin add-on,Biopsy skin add-on,,,11101,HCPCS
-1,11301,Proc,,Shave skin lesion,Shave skin lesion,,,11301,HCPCS
-1,11303,Proc,,Shave skin lesion,Shave skin lesion,,,11303,HCPCS
-1,11308,Proc,,Shave skin lesion,Shave skin lesion,,,11308,HCPCS
-1,11311,Proc,,Shave skin lesion,Shave skin lesion,,,11311,HCPCS
-1,11312,Proc,,Shave skin lesion,Shave skin lesion,,,11312,HCPCS
-1,11406,Proc,,Exc tr-ext b9+marg > 4.0 cm,Exc tr-ext b9+marg > 4.0 cm,,,11406,HCPCS
-1,11444,Proc,,Exc face-mm b9+marg 3.1-4 cm,Exc face-mm b9+marg 3.1-4 cm,,,11444,HCPCS
-1,11450,Proc,,Removal sweat gland lesion,Removal sweat gland lesion,,,11450,HCPCS
-1,11752,Proc,,Remove nail bed/finger tip,Remove nail bed/finger tip,,,11752,HCPCS
-1,11982,Proc,,Remove drug implant device,Remove drug implant device,,,11982,HCPCS
-1,12011,Proc,,Repair superficial wound(s),Repair superficial wound(s),,,12011,HCPCS
-1,12034,Proc,,Intmd wnd repair s/tr/ext,Intmd wnd repair s/tr/ext,,,12034,HCPCS
-1,13100,Proc,,Repair of wound or lesion,Repair of wound or lesion,,,13100,HCPCS
-1,13101,Proc,,Repair of wound or lesion,Repair of wound or lesion,,,13101,HCPCS
-1,13120,Proc,,Repair of wound or lesion,Repair of wound or lesion,,,13120,HCPCS
-1,13160,Proc,,Late closure of wound,Late closure of wound,,,13160,HCPCS
-1,14040,Proc,,Skin tissue rearrangement,Skin tissue rearrangement,,,14040,HCPCS
-1,14041,Proc,,Skin tissue rearrangement,Skin tissue rearrangement,,,14041,HCPCS
-1,15120,Proc,,Skn splt a-grft fac/nck/hf/g,Skn splt a-grft fac/nck/hf/g,,,15120,HCPCS
-1,15135,Proc,,Derm autograft face/nck/hf/g,Derm autograft face/nck/hf/g,,,15135,HCPCS
-1,15200,Proc,,Skin full graft trunk,Skin full graft trunk,,,15200,HCPCS
-1,15240,Proc,,Skin full grft face/genit/hf,Skin full grft face/genit/hf,,,15240,HCPCS
-1,15274,Proc,,Skn sub grft t/a/l child add,Skn sub grft t/a/l child add,,,15274,HCPCS
-1,15276,Proc,,Skin sub graft f/n/hf/g addl,Skin sub graft f/n/hf/g addl,,,15276,HCPCS
-1,15758,Proc,,Free fascial flap microvasc,Free fascial flap microvasc,,,15758,HCPCS
-1,15760,Proc,,Composite skin graft,Composite skin graft,,,15760,HCPCS
-1,15783,Proc,,Abrasion treatment of skin,Abrasion treatment of skin,,,15783,HCPCS
-1,15787,Proc,,Abrasion lesions add-on,Abrasion lesions add-on,,,15787,HCPCS
-1,15792,Proc,,Chemical peel nonfacial,Chemical peel nonfacial,,,15792,HCPCS
-1,15822,Proc,,Revision of upper eyelid,Revision of upper eyelid,,,15822,HCPCS
-1,15931,Proc,,Remove sacrum pressure sore,Remove sacrum pressure sore,,,15931,HCPCS
-1,16000,Proc,,Initial treatment of burn(s),Initial treatment of burn(s),,,16000,HCPCS
-1,17106,Proc,,Destruction of skin lesions,Destruction of skin lesions,,,17106,HCPCS
-1,17107,Proc,,Destruction of skin lesions,Destruction of skin lesions,,,17107,HCPCS
-1,17110,Proc,,Destruct b9 lesion 1-14,Destruct b9 lesion 1-14,,,17110,HCPCS
-1,17111,Proc,,Destruct lesion 15 or more,Destruct lesion 15 or more,,,17111,HCPCS
-1,17271,Proc,,Destruction of skin lesions,Destruction of skin lesions,,,17271,HCPCS
-1,17314,Proc,,Mohs addl stage t/a/l,Mohs addl stage t/a/l,,,17314,HCPCS
-1,17315,Proc,,Mohs surg addl block,Mohs surg addl block,,,17315,HCPCS
-1,19125,Proc,,Excision breast lesion,Excision breast lesion,,,19125,HCPCS
-1,19126,Proc,,Excision addl breast lesion,Excision addl breast lesion,,,19126,HCPCS
-1,19303,Proc,,Mast simple complete,Mast simple complete,,,19303,HCPCS
-1,19316,Proc,,Suspension of breast,Suspension of breast,,,19316,HCPCS
-1,19371,Proc,,Removal of breast capsule,Removal of breast capsule,,,19371,HCPCS
-1,19380,Proc,,Revise breast reconstruction,Revise breast reconstruction,,,19380,HCPCS
-1,19499,Proc,,Breast surgery procedure,Breast surgery procedure,,,19499,HCPCS
-1,20005,Proc,,I&d abscess subfascial,I&d abscess subfascial,,,20005,HCPCS
-1,20206,Proc,,Needle biopsy muscle,Needle biopsy muscle,,,20206,HCPCS
-1,20220,Proc,,Bone biopsy trocar/needle,Bone biopsy trocar/needle,,,20220,HCPCS
-1,20225,Proc,,Bone biopsy trocar/needle,Bone biopsy trocar/needle,,,20225,HCPCS
-1,20600,Proc,,Drain/inject joint/bursa,Drain/inject joint/bursa,,,20600,HCPCS
-1,20690,Proc,,Apply bone fixation device,Apply bone fixation device,,,20690,HCPCS
-1,20902,Proc,,Removal of bone for graft,Removal of bone for graft,,,20902,HCPCS
-1,20922,Proc,,Removal of fascia for graft,Removal of fascia for graft,,,20922,HCPCS
-1,21040,Proc,,Excise mandible lesion,Excise mandible lesion,,,21040,HCPCS
-1,21048,Proc,,Remove maxilla cyst complex,Remove maxilla cyst complex,,,21048,HCPCS
-1,21084,Proc,,Prepare face/oral prosthesis,Prepare face/oral prosthesis,,,21084,HCPCS
-1,21210,Proc,,Face bone graft,Face bone graft,,,21210,HCPCS
-1,21215,Proc,,Lower jaw bone graft,Lower jaw bone graft,,,21215,HCPCS
-1,21270,Proc,,Augmentation cheek bone,Augmentation cheek bone,,,21270,HCPCS
-1,21282,Proc,,Revision of eyelid,Revision of eyelid,,,21282,HCPCS
-1,21310,Proc,,Treatment of nose fracture,Treatment of nose fracture,,,21310,HCPCS
-1,21557,Proc,,Resect neck tum < 5 cm,Resect neck tum < 5 cm,,,21557,HCPCS
-1,22102,Proc,,Remove part lumbar vertebra,Remove part lumbar vertebra,,,22102,HCPCS
-1,22212,Proc,,Revision of thorax spine,Revision of thorax spine,,,22212,HCPCS
-1,22585,Proc,,Additional spinal fusion,Additional spinal fusion,,,22585,HCPCS
-1,22800,Proc,,Fusion of spine,Fusion of spine,,,22800,HCPCS
-1,22802,Proc,,Fusion of spine,Fusion of spine,,,22802,HCPCS
-1,22808,Proc,,Fusion of spine,Fusion of spine,,,22808,HCPCS
-1,22810,Proc,,Fusion of spine,Fusion of spine,,,22810,HCPCS
-1,23020,Proc,,Release shoulder joint,Release shoulder joint,,,23020,HCPCS
-1,23105,Proc,,Remove shoulder joint lining,Remove shoulder joint lining,,,23105,HCPCS
-1,23140,Proc,,Removal of bone lesion,Removal of bone lesion,,,23140,HCPCS
-1,23190,Proc,,Partial removal of scapula,Partial removal of scapula,,,23190,HCPCS
-1,23331,Proc,,Remove shoulder foreign body,Remove shoulder foreign body,,,23331,HCPCS
-1,23415,Proc,,Release of shoulder ligament,Release of shoulder ligament,,,23415,HCPCS
-1,23600,Proc,,Treat humerus fracture,Treat humerus fracture,,,23600,HCPCS
-1,23615,Proc,,Treat humerus fracture,Treat humerus fracture,,,23615,HCPCS
-1,23929,Proc,,Shoulder surgery procedure,Shoulder surgery procedure,,,23929,HCPCS
-1,24071,Proc,,Exc arm/elbow les sc 3 cm/>,Exc arm/elbow les sc 3 cm/>,,,24071,HCPCS
-1,24301,Proc,,Muscle/tendon transfer,Muscle/tendon transfer,,,24301,HCPCS
-1,24341,Proc,,Repair arm tendon/muscle,Repair arm tendon/muscle,,,24341,HCPCS
-1,24400,Proc,,Revision of humerus,Revision of humerus,,,24400,HCPCS
-1,25076,Proc,,Exc forearm tum deep < 3 cm,Exc forearm tum deep < 3 cm,,,25076,HCPCS
-1,25085,Proc,,Incision of wrist capsule,Incision of wrist capsule,,,25085,HCPCS
-1,25107,Proc,,Remove wrist joint cartilage,Remove wrist joint cartilage,,,25107,HCPCS
-1,25116,Proc,,Remove wrist/forearm lesion,Remove wrist/forearm lesion,,,25116,HCPCS
-1,25210,Proc,,Removal of wrist bone,Removal of wrist bone,,,25210,HCPCS
-1,25332,Proc,,Revise wrist joint,Revise wrist joint,,,25332,HCPCS
-1,25560,Proc,,Treat fracture radius & ulna,Treat fracture radius & ulna,,,25560,HCPCS
-1,25605,Proc,,Treat fracture radius/ulna,Treat fracture radius/ulna,,,25605,HCPCS
-1,25606,Proc,,Treat fx distal radial,Treat fx distal radial,,,25606,HCPCS
-1,25676,Proc,,Treat wrist dislocation,Treat wrist dislocation,,,25676,HCPCS
-1,26040,Proc,,Release palm contracture,Release palm contracture,,,26040,HCPCS
-1,26060,Proc,,Incision of finger tendon,Incision of finger tendon,,,26060,HCPCS
-1,26123,Proc,,Release palm contracture,Release palm contracture,,,26123,HCPCS
-1,26125,Proc,,Release palm contracture,Release palm contracture,,,26125,HCPCS
-1,26170,Proc,,Removal of palm tendon each,Removal of palm tendon each,,,26170,HCPCS
-1,26180,Proc,,Removal of finger tendon,Removal of finger tendon,,,26180,HCPCS
-1,26235,Proc,,Partial removal finger bone,Partial removal finger bone,,,26235,HCPCS
-1,26340,Proc,,Manipulate finger w/anesth,Manipulate finger w/anesth,,,26340,HCPCS
-1,26445,Proc,,Release hand/finger tendon,Release hand/finger tendon,,,26445,HCPCS
-1,26480,Proc,,Transplant hand tendon,Transplant hand tendon,,,26480,HCPCS
-1,26485,Proc,,Transplant palm tendon,Transplant palm tendon,,,26485,HCPCS
-1,26496,Proc,,Revise thumb tendon,Revise thumb tendon,,,26496,HCPCS
-1,26536,Proc,,Revise/implant finger joint,Revise/implant finger joint,,,26536,HCPCS
-1,15860,Proc,,Test for blood flow in graft,Test for blood flow in graft,,,15860,HCPCS
-1,15935,Proc,,Remove sacrum pressure sore,Remove sacrum pressure sore,,,15935,HCPCS
-1,15945,Proc,,Remove hip pressure sore,Remove hip pressure sore,,,15945,HCPCS
-1,15956,Proc,,Remove thigh pressure sore,Remove thigh pressure sore,,,15956,HCPCS
-1,15999,Proc,,Removal of pressure sore,Removal of pressure sore,,,15999,HCPCS
-1,16030,Proc,,Dress/debrid p-thick burn l,Dress/debrid p-thick burn l,,,16030,HCPCS
-1,17276,Proc,,Destruction of skin lesions,Destruction of skin lesions,,,17276,HCPCS
-1,17281,Proc,,Destruction of skin lesions,Destruction of skin lesions,,,17281,HCPCS
-1,17283,Proc,,Destruction of skin lesions,Destruction of skin lesions,,,17283,HCPCS
-1,19020,Proc,,Incision of breast lesion,Incision of breast lesion,,,19020,HCPCS
-1,19100,Proc,,Bx breast percut w/o image,Bx breast percut w/o image,,,19100,HCPCS
-1,19103,Proc,,Bx breast percut w/device,Bx breast percut w/device,,,19103,HCPCS
-1,19295,Proc,,Place breast clip percut,Place breast clip percut,,,19295,HCPCS
-1,19328,Proc,,Removal of breast implant,Removal of breast implant,,,19328,HCPCS
-1,19342,Proc,,Delayed breast prosthesis,Delayed breast prosthesis,,,19342,HCPCS
-1,19357,Proc,,Breast reconstruction,Breast reconstruction,,,19357,HCPCS
-1,20103,Proc,,Explore wound extremity,Explore wound extremity,,,20103,HCPCS
-1,20205,Proc,,Deep muscle biopsy,Deep muscle biopsy,,,20205,HCPCS
-1,20526,Proc,,Ther injection carp tunnel,Ther injection carp tunnel,,,20526,HCPCS
-1,20605,Proc,,Drain/inject joint/bursa,Drain/inject joint/bursa,,,20605,HCPCS
-1,20650,Proc,,Insert and remove bone pin,Insert and remove bone pin,,,20650,HCPCS
-1,20661,Proc,,Application of head brace,Application of head brace,,,20661,HCPCS
-1,20670,Proc,,Removal of support implant,Removal of support implant,,,20670,HCPCS
-1,20680,Proc,,Removal of support implant,Removal of support implant,,,20680,HCPCS
-1,20694,Proc,,Remove bone fixation device,Remove bone fixation device,,,20694,HCPCS
-1,20900,Proc,,Removal of bone for graft,Removal of bone for graft,,,20900,HCPCS
-1,20969,Proc,,Bone/skin graft microvasc,Bone/skin graft microvasc,,,20969,HCPCS
-1,21081,Proc,,Prepare face/oral prosthesis,Prepare face/oral prosthesis,,,21081,HCPCS
-1,21089,Proc,,Prepare face/oral prosthesis,Prepare face/oral prosthesis,,,21089,HCPCS
-1,21248,Proc,,Reconstruction of jaw,Reconstruction of jaw,,,21248,HCPCS
-1,21335,Proc,,Treatment of nose fracture,Treatment of nose fracture,,,21335,HCPCS
-1,21336,Proc,,Treat nasal septal fracture,Treat nasal septal fracture,,,21336,HCPCS
-1,21499,Proc,,Head surgery procedure,Head surgery procedure,,,21499,HCPCS
-1,21501,Proc,,Drain neck/chest lesion,Drain neck/chest lesion,,,21501,HCPCS
-1,21632,Proc,,Extensive sternum surgery,Extensive sternum surgery,,,21632,HCPCS
-1,21825,Proc,,Treat sternum fracture,Treat sternum fracture,,,21825,HCPCS
-1,22523,Proc,,Percut kyphoplasty thor,Percut kyphoplasty thor,,,22523,HCPCS
-1,22552,Proc,,Addl neck spine fusion,Addl neck spine fusion,,,22552,HCPCS
-1,22558,Proc,,Lumbar spine fusion,Lumbar spine fusion,,,22558,HCPCS
-1,22600,Proc,,Neck spine fusion,Neck spine fusion,,,22600,HCPCS
-1,22899,Proc,,Spine surgery procedure,Spine surgery procedure,,,22899,HCPCS
-1,23040,Proc,,Exploratory shoulder surgery,Exploratory shoulder surgery,,,23040,HCPCS
-1,23125,Proc,,Removal of collar bone,Removal of collar bone,,,23125,HCPCS
-1,23350,Proc,,Injection for shoulder x-ray,Injection for shoulder x-ray,,,23350,HCPCS
-1,23405,Proc,,Incision of tendon & muscle,Incision of tendon & muscle,,,23405,HCPCS
-1,24065,Proc,,Biopsy arm/elbow soft tissue,Biopsy arm/elbow soft tissue,,,24065,HCPCS
-1,24066,Proc,,Biopsy arm/elbow soft tissue,Biopsy arm/elbow soft tissue,,,24066,HCPCS
-1,24359,Proc,,Repair elbow deb/attch open,Repair elbow deb/attch open,,,24359,HCPCS
-1,25028,Proc,,Drainage of forearm lesion,Drainage of forearm lesion,,,25028,HCPCS
-1,25040,Proc,,Explore/treat wrist joint,Explore/treat wrist joint,,,25040,HCPCS
-1,25066,Proc,,Biopsy forearm soft tissues,Biopsy forearm soft tissues,,,25066,HCPCS
-1,25078,Proc,,Resect forarm/wrist tum 3cm>,Resect forarm/wrist tum 3cm>,,,25078,HCPCS
-1,25115,Proc,,Remove wrist/forearm lesion,Remove wrist/forearm lesion,,,25115,HCPCS
-1,25130,Proc,,Removal of wrist lesion,Removal of wrist lesion,,,25130,HCPCS
-1,25445,Proc,,Reconstruct wrist joint,Reconstruct wrist joint,,,25445,HCPCS
-1,25600,Proc,,Treat fracture radius/ulna,Treat fracture radius/ulna,,,25600,HCPCS
-1,25608,Proc,,Treat fx rad intra-articul,Treat fx rad intra-articul,,,25608,HCPCS
-1,25670,Proc,,Treat wrist dislocation,Treat wrist dislocation,,,25670,HCPCS
-1,26110,Proc,,Biopsy finger joint lining,Biopsy finger joint lining,,,26110,HCPCS
-1,26121,Proc,,Release palm contracture,Release palm contracture,,,26121,HCPCS
-1,26145,Proc,,Tendon excision palm/finger,Tendon excision palm/finger,,,26145,HCPCS
-1,26210,Proc,,Removal of finger lesion,Removal of finger lesion,,,26210,HCPCS
-1,26230,Proc,,Partial removal of hand bone,Partial removal of hand bone,,,26230,HCPCS
-1,26440,Proc,,Release palm/finger tendon,Release palm/finger tendon,,,26440,HCPCS
-1,26442,Proc,,Release palm & finger tendon,Release palm & finger tendon,,,26442,HCPCS
-1,26541,Proc,,Repair hand joint with graft,Repair hand joint with graft,,,26541,HCPCS
-1,26650,Proc,,Treat thumb fracture,Treat thumb fracture,,,26650,HCPCS
-1,103,Proc,,Anesth blepharoplasty,Anesth blepharoplasty,,,103,HCPCS
-1,104,Proc,,Anesth electroshock,Anesth electroshock,,,104,HCPCS
-1,140,Proc,,Anesth procedures on eye,Anesth procedures on eye,,,140,HCPCS
-1,214,Proc,,Anesth skull drainage,Anesth skull drainage,,,214,HCPCS
-1,222,Proc,,Anesth head nerve surgery,Anesth head nerve surgery,,,222,HCPCS
-1,320,Proc,,Anesth neck organ 1yr/>,Anesth neck organ 1yr/>,,,320,HCPCS
-1,402,Proc,,Anesth surgery of breast,Anesth surgery of breast,,,402,HCPCS
-1,530,Proc,,Anesth pacemaker insertion,Anesth pacemaker insertion,,,530,HCPCS
-1,541,Proc,,Anesth one lung ventilation,Anesth one lung ventilation,,,541,HCPCS
-1,640,Proc,,Anesth spine manipulation,Anesth spine manipulation,,,640,HCPCS
-1,790,Proc,,Anesth surg upper abdomen,Anesth surg upper abdomen,,,790,HCPCS
-1,797,Proc,,Anesth surgery for obesity,Anesth surgery for obesity,,,797,HCPCS
-1,0079T,Proc,,Endovasc visc extnsn repr,Endovasc visc extnsn repr,,,0079T,HCPCS
-1,800,Proc,,Anesth abdominal wall surg,Anesth abdominal wall surg,,,800,HCPCS
-1,820,Proc,,Anesth abdominal wall surg,Anesth abdominal wall surg,,,820,HCPCS
-1,832,Proc,,Anesth repair of hernia,Anesth repair of hernia,,,832,HCPCS
-1,844,Proc,,Anesth pelvis surgery,Anesth pelvis surgery,,,844,HCPCS
-1,860,Proc,,Anesth surgery of abdomen,Anesth surgery of abdomen,,,860,HCPCS
-1,910,Proc,,Anesth bladder surgery,Anesth bladder surgery,,,910,HCPCS
-1,918,Proc,,Anesth stone removal,Anesth stone removal,,,918,HCPCS
-1,942,Proc,,Anesth surg on vag/urethral,Anesth surg on vag/urethral,,,942,HCPCS
-1,952,Proc,,Anesth hysteroscope/graph,Anesth hysteroscope/graph,,,952,HCPCS
-1,1170,Proc,,Anesth pelvis surgery,Anesth pelvis surgery,,,1170,HCPCS
-1,1210,Proc,,Anesth hip joint surgery,Anesth hip joint surgery,,,1210,HCPCS
-1,1380,Proc,,Anesth knee joint procedure,Anesth knee joint procedure,,,1380,HCPCS
-1,1382,Proc,,Anesth dx knee arthroscopy,Anesth dx knee arthroscopy,,,1382,HCPCS
-1,1402,Proc,,Anesth knee arthroplasty,Anesth knee arthroplasty,,,1402,HCPCS
-1,1630,Proc,,Anesth surgery of shoulder,Anesth surgery of shoulder,,,1630,HCPCS
-1,0184T,Proc,,Exc rectal tumor endoscopic,Exc rectal tumor endoscopic,,,0184T,HCPCS
-1,1922,Proc,,Anesth cat or mri scan,Anesth cat or mri scan,,,1922,HCPCS
